,nombreVoluntario,serviciosDisponibles,estrellas,opinion,nombreMiembro,fotoMiembro
1765,Lucho Torrecilla,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,Tuvo muy poca paciencia,Eduardo Talavera,perfil_voluntaria_2.png
1766,Fabián Falcó,"['Nuevas Tecnologías', 'Amigos y Ocio']",1,No pudo ayudarme,Juan Manuel Álamo,perfil_voluntario_9.png
1767,Manu Gelabert,"['Salud', 'Burocracia']",5,Fue un día estupendo,Salud Rocha,perfil_voluntaria_9.png
1768,Bautista Barrera,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,No es muy habladora,Héctor Font,perfil_voluntaria_8.png
1769,Mariana Mir,"['El día a día', 'Burocracia', 'Servicios del Municipio']",3,Bien,Leyre Mesa,perfil_voluntario_2.png
1770,Baudelio Ayllón,"['El día a día', 'Burocracia']",3,Ha podido ayudarme en algunas cosas,Urbano Villar,perfil_voluntario_7.png
1771,Daniela Tapia,['Amigos y Ocio'],1,No habla mucho,Vito Carrillo,perfil_voluntaria_8.png
1772,Ani Criado,"['Salud', 'Amigos y Ocio']",5,Qué bien que pudo ayudarme con mis papeles,Dionisia Giménez,perfil_voluntario_7.png
1773,Baudelio Verdejo,"['Amigos y Ocio', 'Servicios del Municipio']",3,Ha estado muy bien,Adrián Belda,perfil_voluntario_8.png
1774,Cecilio Estevez,['Amigos y Ocio'],3,Me lo he pasado bien,Laura Barral,perfil_voluntario_5.png
1775,Bruno Bayo,"['Salud', 'El día a día', 'Servicios del Municipio']",4,No hubiera podido está más feliz,Jenaro Bauzà,perfil_voluntario_10.png
1776,Imelda Gutierrez,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",5,Fue un día estupendo,Jordán Lopez,perfil_3vh.png
1777,Sancho Carretero,['El día a día'],2,Puede mejorar,Haydée Torralba,perfil_voluntaria_6.png
1778,Tania Hoz,"['Nuevas Tecnologías', 'Amigos y Ocio']",5,Sin duda seguiré utilizando este servicio,Loreto Suárez,perfil_voluntaria_8.png
1779,Cristina Ariño,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",3,Gran dia,Jose Carlos Ramírez,perfil_3vh.png
1780,Estefanía Bilbao,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",4,Es un encanto y me ayudó a hablar con mis nietos,Goyo Busquets,perfil_11vm.png
1781,Simón Yáñez,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",4,No puedo estar más agradecida,Cleto Rosa,perfil_voluntario_5.png
1782,Maximiano Julián,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",4,No puedo estar más agradecida,Benjamín Quevedo,perfil_voluntaria_7.png
1783,Hernando Miralles,"['Amigos y Ocio', 'El día a día', 'Burocracia']",2,Puede mejorar,Luisa Nicolau,perfil_voluntario_6.png
1784,Jorge Priego,"['Nuevas Tecnologías', 'El día a día', 'Servicios del Municipio']",2,"Bueno, podría mejorar",Nereida Canales,perfil_voluntaria_1.png
1785,Eleuterio Marín,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",3,Ha estado bien,Goyo Sanabria,perfil_11vm.png
1786,Zacarías Molina,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",5,No hubiera podido estar más feliz,Enrique Español,perfil_voluntario_9.png
1787,Úrsula Belmonte,"['El día a día', 'Servicios del Municipio']",3,Me lo he pasado bien,Josep Benet,perfil_voluntario_6.png
1788,Agapito Sedano,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,No pudo ayudarme,Venceslás Cabañas,perfil_voluntario_5.png
1789,Ester Cabo,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",2,No ha ido mal,Flavio Ramos,perfil_11vm.png
1790,Candelario Garcés,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",3,Un día agradable,Ignacio Quero,perfil_voluntario_2.png
1791,Antonia Cazorla,"['Amigos y Ocio', 'El día a día']",3,Un día agradable,Rosario Lara,perfil_voluntario_2.png
1792,Paco Bayona,"['Salud', 'Burocracia']",3,Me ha ayudado en lo que le he pedido,Ángeles Sanz,perfil_voluntario_8.png
1793,Serafina Hidalgo,"['Salud', 'Burocracia', 'Servicios del Municipio']",1,No me pudo acompañar donde yo quería,Lucho Torrecilla,perfil_voluntaria_7.png
1794,Rafael López,"['Salud', 'Burocracia', 'Servicios del Municipio']",2,No ha podido ayudarme en lo que necesitaba,Fabián Falcó,perfil_voluntaria_2.png
1795,Fausto Ríos,"['Salud', 'Burocracia']",1,No me arregló los papeles,Bautista Barrera,perfil_voluntario_8.png
1796,Perla Mate,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",2,No ha podido ayudarme en lo que necesitaba,Mariana Mir,perfil_voluntario_8.png
1797,Emma Ángel,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",5,Qué bien que pudo ayudarme con mis papeles,Baudelio Ayllón,perfil_voluntario_6.png
1798,Adán Marí,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",2,Es amable aunque no divertida,Ani Criado,perfil_voluntario_8.png
1799,Gracia Calleja,"['Amigos y Ocio', 'Servicios del Municipio']",1,No sabía lo que le pedía,Cecilio Estevez,perfil_3vh.png
1800,Selena Cañizares,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",2,Es amable aunque no divertida,Bruno Bayo,perfil_voluntaria_9.png
1801,Juan Luis Carlos,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,No es muy habladora,Sancho Carretero,perfil_voluntario_5.png
1802,Tania Campo,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",5,Es un encanto y me ayudó a hablar con mis nietos,Tania Hoz,perfil_voluntaria_7.png
1803,Manuelita Lladó,"['Amigos y Ocio', 'Servicios del Municipio']",3,Gran dia,Hernando Miralles,perfil_voluntario_5.png
1804,Lope Galvez,"['Amigos y Ocio', 'Burocracia']",2,No ha podido ayudarme en lo que necesitaba,Jorge Priego,perfil_voluntaria_7.png
1805,Liliana Novoa,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,No pudo ayudarme,Zacarías Molina,perfil_voluntaria_6.png
1806,Herminio Laguna,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",1,El día podría haber estado mejor,Agapito Sedano,perfil_voluntaria_6.png
1807,Anselma Torres,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",3,Me lo he pasado bien,Antonia Cazorla,perfil_voluntaria_6.png
1808,José Azcona,['El día a día'],3,Me ha ayudado mucho,Rafael López,perfil_voluntaria_7.png
1809,Cirino Lloret,['Burocracia'],5,Fue un día estupendo,Fausto Ríos,perfil_voluntario_5.png
1810,Arsenio Acevedo,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",4,"Es un sol, me ayudó a desbloquear el móvil y lo arregló",Emma Ángel,perfil_voluntaria_8.png
1811,Nazario Castrillo,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",4,No hubiera podido está más feliz,Adán Marí,perfil_voluntario_1.png
1812,Febe Juárez,"['Nuevas Tecnologías', 'Salud', 'El día a día']",1,No me arregló los papeles,Gracia Calleja,perfil_voluntaria_7.png
1813,Felix Sala,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,Llegó tarde,Juan Luis Carlos,perfil_3vh.png
1814,Carmen Roma,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",3,Me ayudó mucho en casa,Tania Campo,perfil_voluntaria_10.png
1815,Chelo Agustí,['Servicios del Municipio'],5,No hubiera podido estar más feliz,Manuelita Lladó,perfil_voluntario_5.png
1816,Dani Company,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,No es muy habladora,Liliana Novoa,perfil_voluntaria_9.png
1817,Caridad Araujo,"['El día a día', 'Servicios del Municipio']",5,"Es un sol, me ayudó a desbloquear el móvil y lo arregló",Anselma Torres,perfil_voluntario_7.png
1818,Perlita Peiró,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",2,Ha llegado tarde,Cirino Lloret,perfil_voluntaria_9.png
1819,Dafne Colomer,"['Amigos y Ocio', 'Servicios del Municipio']",1,El día podría haber estado mejor,Arsenio Acevedo,perfil_voluntario_1.png
1820,Tito Castell,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",3,Me ha ayudado mucho,Nazario Castrillo,perfil_voluntaria_9.png
1821,Ariel Mendez,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",5,Encantado con toda la ayuda que he recibido,Febe Juárez,perfil_voluntaria_2.png
1822,Pánfilo Pallarès,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",4,Es un encanto y me ayudó a hablar con mis nietos,Felix Sala,perfil_voluntario_6.png
1823,Humberto Iborra,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",4,Es un encanto y me ayudó a hablar con mis nietos,Carmen Roma,perfil_3vh.png
1824,Griselda Calderon,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",2,"Bueno, podría mejorar",Chelo Agustí,perfil_voluntario_7.png
1825,Paulino Cortes,['El día a día'],3,Ha estado muy bien,Dani Company,perfil_voluntaria_3.png
1826,Ángela Cámara,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",3,Ha podido ayudarme en algunas cosas,Perlita Peiró,perfil_voluntaria_3.png
1827,Nereida Elorza,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,No me ayudó nada,Dafne Colomer,perfil_voluntaria_9.png
1828,Socorro Revilla,"['Amigos y Ocio', 'El día a día', 'Burocracia']",2,"Bueno, podría mejorar",Griselda Calderon,perfil_voluntaria_9.png
1829,Amador Escobar,"['Amigos y Ocio', 'Burocracia']",5,No hubiera podido estar más feliz,Juanito Campoy,perfil_voluntaria_1.png
1830,Maite Márquez,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",3,Gran dia,Roberto Arias,perfil_voluntaria_2.png
1831,Micaela Requena,"['Salud', 'Servicios del Municipio']",4,No puedo estar más agradecida,Iván Flores,perfil_voluntario_1.png
1832,Nidia Hurtado,"['Salud', 'Burocracia']",2,Está normal,Salomón Muñoz,perfil_5vh.png
1833,Juanito Campoy,['Amigos y Ocio'],4,Fue un día estupendo,Onofre Rubio,perfil_voluntaria_8.png
1834,Roberto Arias,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",2,Está normal,David Plaza,perfil_3vh.png
1835,Rosa María Sosa,"['Salud', 'Amigos y Ocio']",3,Me acompañó en lo que necesitaba,Trinidad Falcón,perfil_voluntaria_7.png
1836,Iván Flores,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",5,Encantado con toda la ayuda que he recibido,Prudencio Rosado,perfil_voluntaria_2.png
1837,Olga Seguí,"['Nuevas Tecnologías', 'Salud']",1,El día podría haber estado mejor,Buenaventura Mas,perfil_voluntario_9.png
1838,Pancho Mayoral,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",3,Gracias,Anunciación Mendoza,perfil_voluntaria_10.png
1839,Otilia Gisbert,"['El día a día', 'Burocracia', 'Servicios del Municipio']",1,Al final tuvo que irse antes,Nacho Marqués,perfil_voluntaria_3.png
1840,Amado Ferrando,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",2,Puede mejorar,Casandra Castejón,perfil_voluntaria_8.png
1841,Sabas Moya,"['Nuevas Tecnologías', 'El día a día']",4,No puedo estar más agradecida,Graciana Pinilla,perfil_voluntario_2.png
1842,León Lorenzo,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",5,No hubiera podido estar más feliz,Encarnación Mascaró,perfil_voluntaria_8.png
1843,Pascual Vergara,['Burocracia'],5,"Es un sol, me ayudó a desbloquear el móvil y lo arregló",Santiago Abad,perfil_voluntaria_7.png
1844,Salomón Muñoz,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",2,"Bueno, podría mejorar",Humberto Ropero,perfil_voluntario_8.png
1845,Amaro Arenas,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",5,No hubiera podido estar más feliz,Mireia Montserrat,perfil_voluntario_8.png
1846,César Rovira,"['Salud', 'El día a día', 'Servicios del Municipio']",3,Ha estado muy bien,Ariadna Sáenz,perfil_voluntario_10.png
1847,Onofre Rubio,['El día a día'],1,No pudo ayudarme,Nadia Doménech,perfil_voluntaria_10.png
1848,Eloísa Vidal,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",3,Me ayudó en lo que necesitaba,Loreto Villalba,perfil_voluntaria_3.png
1849,David Plaza,"['Amigos y Ocio', 'Servicios del Municipio']",1,No me ayudó nada,Gracia Naranjo,perfil_voluntaria_8.png
1850,Trinidad Falcón,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",5,Qué bien que pudo ayudarme con mis papeles,Ciro Menéndez,perfil_voluntario_1.png
1851,José Manuel Arregui,"['Nuevas Tecnologías', 'Servicios del Municipio']",3,Me acompañó en lo que necesitaba,Jafet Colom,perfil_voluntaria_10.png
1852,Leandra Abellán,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",1,No pudo ayudarme,Amador Arteaga,perfil_11vm.png
1853,Aurora Figueras,"['Salud', 'Burocracia', 'Servicios del Municipio']",4,No hubiera podido está más feliz,Jose Ignacio Beltran,perfil_voluntario_1.png
1854,Prudencio Rosado,"['Salud', 'Amigos y Ocio']",1,No me pudo acompañar donde yo quería,Lina Plana,perfil_voluntario_9.png
1855,Buenaventura Mas,"['Burocracia', 'Servicios del Municipio']",2,El servicio no estuvo mal,Ana Belén Pulido,perfil_voluntaria_7.png
1856,Anunciación Mendoza,"['Salud', 'Amigos y Ocio']",5,Es un encanto y me ayudó a hablar con mis nietos,Jose Francisco Coloma,perfil_voluntaria_9.png
1857,Griselda Real,"['Salud', 'El día a día']",4,"Es un sol, me ayudó a desbloquear el móvil y lo arregló",Teodora Campillo,perfil_voluntaria_2.png
1858,Nacho Marqués,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",4,Es un encanto y me ayudó a hablar con mis nietos,Melania Rodríguez,perfil_voluntario_7.png
1859,Casandra Castejón,"['Nuevas Tecnologías', 'Salud', 'El día a día']",1,No pudo ayudarme,Abril Ibañez,perfil_voluntaria_6.png
1860,Gregorio Rivero,"['El día a día', 'Burocracia']",4,No hubiera podido está más feliz,Guadalupe Molins,perfil_voluntaria_2.png
1861,Graciana Pinilla,"['Amigos y Ocio', 'El día a día', 'Burocracia']",4,No hubiera podido está más feliz,Teodosio Salmerón,perfil_voluntaria_3.png
1862,Inés Dávila,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",5,Es un encanto y me ayudó a hablar con mis nietos,Vinicio Jove,perfil_voluntario_2.png
1863,Encarnación Mascaró,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,No sabía lo que le pedía,Priscila Lluch,perfil_voluntario_10.png
1864,Santiago Abad,"['El día a día', 'Burocracia', 'Servicios del Municipio']",4,No hubiera podido está más feliz,Emiliano Contreras,perfil_voluntario_1.png
1865,Marco Madrid,['Salud'],3,Gracias,Jerónimo Piñol,perfil_voluntario_1.png
1866,Humberto Ropero,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",5,Sin duda seguiré utilizando este servicio,Bernardo Ribera,perfil_voluntario_8.png
1867,Mireia Montserrat,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",2,Ha llegado tarde,Saturnino Muro,perfil_voluntario_2.png
1868,Adela Salamanca,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",4,No hubiera podido está más feliz,Hilario Rivera,perfil_voluntario_7.png
1869,Imelda García,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",2,No sabía lo que le pedía,Rocío Pintor,perfil_voluntario_2.png
1870,Ariadna Sáenz,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",1,No pudo ayudarme,Pastor Porta,perfil_3vh.png
1871,Nadia Doménech,"['Nuevas Tecnologías', 'Amigos y Ocio']",4,"Es un sol, me ayudó a desbloquear el móvil y lo arregló",Bárbara Torrents,perfil_voluntaria_1.png
1872,Genoveva Blazquez,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",3,Ha estado bien,Tristán Andres,perfil_voluntaria_8.png
1873,Loreto Villalba,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",2,No ha podido ayudarme en lo que necesitaba,Roque Navarrete,perfil_voluntario_2.png
1874,Gracia Naranjo,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",4,No hubiera podido está más feliz,Guiomar Quiroga,perfil_voluntario_1.png
1875,Ciro Menéndez,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",2,No sabía lo que le pedía,Lourdes Solsona,perfil_voluntario_5.png
1876,Jafet Colom,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",3,Ha estado bien,Dora Blanes,perfil_voluntario_9.png
1877,Amador Arteaga,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",2,Puede mejorar,Germán Juan,perfil_voluntaria_9.png
1878,Jose Ignacio Beltran,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",3,Gran dia,Reynaldo Morán,perfil_voluntario_7.png
1879,Xavier Ribas,"['Nuevas Tecnologías', 'Salud']",5,Es un encanto y me ayudó a hablar con mis nietos,Héctor Morillo,perfil_2vm.png
1880,Soraya Ferreras,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",2,No ha podido ayudarme en lo que necesitaba,José Antonio Azorin,perfil_voluntaria_10.png
1881,Lina Plana,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",1,Tuvo muy poca paciencia,Pancho Gomez,perfil_voluntaria_7.png
1882,Ana Belén Pulido,"['Salud', 'Amigos y Ocio']",4,No hubiera podido está más feliz,Florentina Arjona,perfil_voluntario_9.png
1883,Jose Francisco Coloma,"['Nuevas Tecnologías', 'Salud']",4,Es un encanto y me ayudó a hablar con mis nietos,Marisela Anguita,perfil_voluntaria_7.png
1884,Gabriela Adán,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",3,Un día agradable,Jose Miguel Almagro,perfil_voluntario_10.png
1885,Teodora Campillo,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,Al final tuvo que irse antes,Edmundo Gibert,perfil_voluntaria_7.png
1886,Melania Rodríguez,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",4,No puedo estar más agradecida,Adela Jaén,perfil_voluntaria_3.png
1887,Isidoro Echeverría,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",3,Gran dia,María Fernanda Peinado,perfil_voluntario_6.png
1888,Nilda Villaverde,"['Salud', 'Servicios del Municipio']",3,Estoy contenta,Florencio Céspedes,perfil_voluntario_8.png
1889,Abril Ibañez,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",1,Al final tuvo que irse antes,María Amigó,perfil_5vh.png
1890,Yéssica Carrión,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",3,Ha estado bien,Úrsula Perez,perfil_3vh.png
1891,Yago Cañellas,"['Salud', 'Amigos y Ocio']",1,No me arregló los papeles,Régulo Fiol,perfil_voluntario_9.png
1892,Nicolasa Sobrino,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,No es muy habladora,Remedios Armengol,perfil_voluntario_6.png
1893,Guadalupe Molins,['Nuevas Tecnologías'],5,Fue un día estupendo,Curro Rosselló,perfil_voluntaria_8.png
1894,Marisol Salas,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",2,Está normal,Porfirio Segura,perfil_voluntario_7.png
1895,Emperatriz Vargas,['Burocracia'],1,No habla mucho,Laura Rozas,perfil_voluntaria_7.png
1896,Teodosio Salmerón,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",2,No ha podido ayudarme en lo que necesitaba,Adela Ruano,perfil_2vm.png
1897,Teófila Cuenca,['Burocracia'],1,No me pudo acompañar donde yo quería,Paola Ledesma,perfil_voluntaria_7.png
1898,Mar Taboada,"['Nuevas Tecnologías', 'Amigos y Ocio']",2,"Bueno, podría mejorar",Mohamed Higueras,perfil_voluntario_1.png
1899,Vinicio Jove,['Burocracia'],4,Fue un día estupendo,Paulina Bolaños,perfil_voluntario_2.png
1900,Maricruz Huertas,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",3,Me lo he pasado bien,León Sanmartín,perfil_voluntaria_7.png
1901,Priscila Lluch,"['Amigos y Ocio', 'Burocracia']",4,Es un encanto y me ayudó a hablar con mis nietos,Ana Belén Morcillo,perfil_voluntario_9.png
